payment_id,loan_id,bulan_ke,tanggal_jatuh_tempo,tanggal_bayar,jumlah_angsuran,jumlah_dibayar,denda,status_pembayaran,hari_keterlambatan
PAY0002949,LN000945,5,2025-09-29,2025-09-28,16196000,Rp 16196000,0,tepat waktu,0
PAY0002950,LN000945,6,2025-10-29,2025-11-17,Rp16196000,IDR 16986000,790000,TERLAMBAT,19
PAY0002951,LN000946,1,2024-10-17,2024-10-12,IDR 13695000,Rp 13695000,0,TEPAT WAKTU,0
PAY0002952,LN000946,2,2024-11-16,2024-11-11,13695000,13695000,0,Tepat Waktu,0
PAY0002953,LN000946,3,2024-12-16,2024-12-24,13695000,14300000,605000,Late,8
PAY0002954,LN000946,4,2025-01-15,2025-01-11,Rp 13695000,13695000,0,TEPAT WAKTU,0
PAY0002955,LN000946,5,2025-02-14,2025-02-13,13695000,13695000,0,tepat waktu,0
PAY0002956,LN000946,6,2025-03-16,2025-03-13,13695000,Rp13695000,0,TEPAT WAKTU,0
PAY0002957,LN000946,7,2025-04-15,2025-04-10,13695000,13695000,0,tepat waktu,0
PAY0002958,LN000946,8,2025-05-15,2025-05-12,13695000,13695000,0,TEPAT WAKTU,0
PAY0002959,LN000947,1,2025-06-14,2025-06-10,37431000,37431000,0,TEPAT WAKTU,0
PAY0002960,LN000947,2,2025-07-14,2025-07-11,37431000,37431000,0,On Time,0
PAY0002961,LN000947,3,2025-08-13,2025-08-28,37431000,IDR 38427000,996000,terlambat,15
PAY0002962,LN000947,4,2025-09-12,2025-09-11,Rp37431000,37431000,0,Tepat Waktu,0
PAY0002963,LN000947,5,2025-10-12,2025-10-07,37431000,37431000,0,TEPAT WAKTU,0
PAY0002964,LN000947,6,2025-11-11,2025-11-11,37431000,37431000,0,On Time,0
PAY0002965,LN000949,1,2025-05-21,2025-05-21,Rp 557000,557000,0,TEPAT WAKTU,0
PAY0002966,LN000949,2,2025-06-20,,557000,166000,35000,Default,104
PAY0002967,LN000949,3,2025-07-20,2025-07-19,Rp557000,Rp 557000,0,tepat waktu,0
PAY0002968,LN000949,4,2025-08-19,2025-08-30,557000,583000,26000,TERLAMBAT,11
PAY0002969,LN000952,1,2023-03-13,2023-04-26,10895000,11259000,364000,Late,44
PAY0002970,LN000953,1,2025-11-08,2025-12-17,1705000,1786000,81000,TERLAMBAT,39
PAY0002971,LN000953,2,2025-12-08,,Rp. 1705000,0,148000,gagal bayar,104
PAY0002972,LN000953,3,2026-01-07,,1705000,0,167000,gagal bayar,167
PAY0002973,LN000953,4,2026-02-06,,Rp 1705000,Rp0,93000,Default,140
PAY0002974,LN000953,5,2026-03-08,,1705000,0,96000,GAGAL BAYAR,147
PAY0002975,LN000954,1,2024-11-28,2024-11-28,476000,476000,0,tepat waktu,0
PAY0002976,LN000954,2,2024-12-28,2024-12-26,476000,476000,0,On Time,0
PAY0002977,LN000954,3,2025-01-27,2025-01-24,476000,476000,0,Tepat Waktu,0
PAY0002978,LN000954,4,2025-02-26,2025-02-25,476000,Rp. 476000,0,TEPAT WAKTU,0
PAY0002979,LN000954,5,2025-03-28,2025-03-25,476000,Rp 476000,0,On Time,0
PAY0002980,LN000954,6,2025-04-27,2025-04-27,476000,476000,0,tepat waktu,0
PAY0002981,LN000954,7,2025-05-27,2025-05-26,476000,476000,0,Tepat Waktu,0
PAY0002982,LN000954,8,2025-06-26,2025-06-23,476000,476000,0,TEPAT WAKTU,0
PAY0002983,LN000954,9,2025-07-26,2025-08-10,Rp 476000,493000,17000,Late,15
PAY0002984,LN000954,10,2025-08-25,2025-08-25,476000,Rp. 476000,0,On Time,0
PAY0002985,LN000955,1,2023-08-25,2023-08-20,15771000,15771000,0,TEPAT WAKTU,0
PAY0002986,LN000955,2,2023-09-24,,15771000,6603000,956000,GAGAL BAYAR,106
PAY0002987,LN000955,3,2023-10-24,,15771000,1590000,1142000,gagal bayar,96
PAY0002988,LN000955,4,2023-11-23,2024-01-04,15771000,16180000,409000,Terlambat,42
PAY0002989,LN000955,5,2023-12-23,2023-12-20,15771000,15771000,0,Tepat Waktu,0
PAY0002990,LN000955,6,2024-01-22,,15771000,0,1238000,Default,168
PAY0002991,LN000955,7,2024-02-21,,15771000,4668000,970000,gagal bayar,126
PAY0002992,LN000955,8,2024-03-22,,15771000,Rp 0,1412000,Gagal Bayar,145
PAY0002993,LN000958,1,2023-03-15,2023-03-15,22621000,22621000,0,tepat waktu,0
PAY0002994,LN000958,2,2023-04-14,2023-04-10,Rp 22621000,Rp 22621000,0,TEPAT WAKTU,0
PAY0002995,LN000958,3,2023-05-14,2023-06-18,Rp 22621000,23431000,810000,Late,35
PAY0002996,LN000958,4,2023-06-13,2023-06-10,22621000,22621000,0,On Time,0
PAY0002997,LN000958,5,2023-07-13,2023-07-09,Rp. 22621000,22621000,0,Tepat Waktu,0
PAY0002998,LN000958,6,2023-08-12,2023-08-10,Rp 22621000,Rp. 22621000,0,Tepat Waktu,0
PAY0002999,LN000958,7,2023-09-11,2023-09-07,Rp 22621000,Rp. 22621000,0,tepat waktu,0
PAY0003000,LN000958,8,2023-10-11,2023-10-09,22621000,22621000,0,On Time,0
PAY0003001,LN000958,9,2023-11-10,2023-11-07,22621000,22621000,0,On Time,0
PAY0003002,LN000958,10,2023-12-10,2023-12-09,22621000,22621000,0,On Time,0
PAY0003003,LN000958,11,2024-01-09,2024-01-29,22621000,23668000,1047000,terlambat,20
PAY0003004,LN000959,1,2025-09-22,2025-09-17,5350000,5350000,0,Tepat Waktu,0
PAY0003005,LN000959,2,2025-10-22,2025-10-19,5350000,Rp 5350000,0,On Time,0
PAY0003006,LN000959,3,2025-11-21,2025-11-17,5350000,5350000,0,TEPAT WAKTU,0
PAY0003007,LN000959,4,2025-12-21,2025-12-20,5350000,5350000,0,TEPAT WAKTU,0
PAY0003008,LN000959,5,2026-01-20,,5350000,Rp. 1988000,274000,gagal bayar,112
PAY0003009,LN000959,6,2026-02-19,2026-02-16,5350000,5350000,0,On Time,0
PAY0003010,LN000959,7,2026-03-21,2026-03-17,5350000,5350000,0,Tepat Waktu,0
PAY0003011,LN000959,8,2026-04-20,2026-04-20,5350000,5350000,0,Tepat Waktu,0
PAY0003012,LN000959,9,2026-05-20,2026-05-15,Rp5350000,5350000,0,Tepat Waktu,0
PAY0003013,LN000959,10,2026-06-19,2026-07-18,5350000,5525000,175000,Terlambat,29
PAY0003014,LN000960,1,2023-02-08,2023-02-08,Rp 1467000,1467000,0,On Time,0
PAY0003015,LN000963,1,2024-09-29,2024-10-13,Rp977000,1007000,30000,terlambat,14
PAY0003016,LN000963,2,2024-10-29,2024-10-25,977000,Rp. 977000,0,TEPAT WAKTU,0
PAY0003017,LN000963,3,2024-11-28,,Rp. 977000,354000,58000,Gagal Bayar,57
PAY0003018,LN000963,4,2024-12-28,2024-12-26,977000,977000,0,Tepat Waktu,0
PAY0003019,LN000963,5,2025-01-27,,977000,0,77000,GAGAL BAYAR,133
PAY0003020,LN000964,1,2023-02-17,2023-02-14,3398000,3398000,0,tepat waktu,0
PAY0003021,LN000964,2,2023-03-19,2023-03-15,3398000,Rp 3398000,0,tepat waktu,0
PAY0003022,LN000964,3,2023-04-18,2023-04-14,3398000,3398000,0,TEPAT WAKTU,0
PAY0003023,LN000964,4,2023-05-18,2023-05-15,Rp. 3398000,3398000,0,tepat waktu,0
PAY0003024,LN000964,5,2023-06-17,2023-06-17,3398000,Rp. 3398000,0,Tepat Waktu,0
PAY0003025,LN000964,6,2023-07-17,2023-07-15,IDR 3398000,Rp. 3398000,0,TEPAT WAKTU,0
PAY0003026,LN000964,7,2023-08-16,2023-09-22,3398000,3517000,119000,Terlambat,37
PAY0003027,LN000964,8,2023-09-15,2023-09-11,3398000,3398000,0,tepat waktu,0
PAY0003028,LN000964,9,2023-10-15,2023-10-12,Rp 3398000,3398000,0,Tepat Waktu,0
PAY0003029,LN000964,10,2023-11-14,2023-11-09,Rp3398000,3398000,0,TEPAT WAKTU,0
PAY0003030,LN000964,11,2023-12-14,2023-12-10,Rp 3398000,3398000,0,On Time,0
PAY0003031,LN000964,12,2024-01-13,2024-01-09,3398000,Rp. 3398000,0,Tepat Waktu,0
PAY0003032,LN000965,1,2024-02-26,2024-02-23,15140000,15140000,0,Tepat Waktu,0
PAY0003033,LN000965,2,2024-03-27,2024-03-22,15140000,15140000,0,Tepat Waktu,0
PAY0003034,LN000965,3,2024-04-26,2024-04-22,15140000,15140000,0,tepat waktu,0
PAY0003035,LN000968,1,2024-03-11,2024-03-23,2603000,2732000,129000,Terlambat,12
PAY0003036,LN000968,2,2024-04-10,2024-04-05,2603000,2603000,0,On Time,0
PAY0003037,LN000968,3,2024-05-10,2024-05-06,Rp 2603000,Rp 2603000,0,Tepat Waktu,0
PAY0003038,LN000968,4,2024-06-09,2024-06-08,Rp. 2603000,2603000,0,On Time,0
PAY0003039,LN000968,5,2024-07-09,2024-08-20,2603000,2727000,124000,Terlambat,42
PAY0003040,LN000968,6,2024-08-08,2024-08-25,2603000,2709000,106000,Terlambat,17
PAY0003041,LN000968,7,2024-09-07,2024-09-02,2603000,2603000,0,On Time,0
PAY0003042,LN000968,8,2024-10-07,2024-10-04,Rp. 2603000,2603000,0,tepat waktu,0
PAY0003043,LN000968,9,2024-11-06,,2603000,Rp. 531000,198000,Gagal Bayar,88
PAY0003044,LN000968,10,2024-12-06,2024-12-04,2603000,2603000,0,On Time,0
PAY0003045,LN000968,11,2025-01-05,2025-02-06,2603000,Rp2652000,49000,TERLAMBAT,32
PAY0003046,LN000968,12,2025-02-04,2025-03-03,2603000,2636000,33000,terlambat,27
PAY0003047,LN000972,1,2025-12-21,2025-12-21,4143000,4143000,0,tepat waktu,0
PAY0003048,LN000972,2,2026-01-20,2026-01-17,4143000,4143000,0,Tepat Waktu,0
PAY0003049,LN000972,3,2026-02-19,2026-02-19,IDR 4143000,4143000,0,tepat waktu,0
PAY0003050,LN000972,4,2026-03-21,2026-03-21,4143000,4143000,0,TEPAT WAKTU,0
PAY0003051,LN000972,5,2026-04-20,2026-04-17,Rp. 4143000,IDR 4143000,0,Tepat Waktu,0
PAY0003052,LN000973,1,2023-10-05,2023-10-02,5598000,5598000,0,tepat waktu,0
PAY0003053,LN000973,2,2023-11-04,,5598000,0,481000,Gagal Bayar,31
PAY0003054,LN000973,3,2023-12-04,2023-12-25,5598000,5862000,264000,terlambat,21
PAY0003055,LN000973,4,2024-01-03,2023-12-30,IDR 5598000,5598000,0,tepat waktu,0
PAY0003056,LN000973,5,2024-02-02,2024-02-01,IDR 5598000,5598000,0,TEPAT WAKTU,0
PAY0003057,LN000973,6,2024-03-03,2024-02-27,Rp 5598000,5598000,0,On Time,0
PAY0003058,LN000973,7,2024-04-02,,Rp5598000,1671000,334000,GAGAL BAYAR,135
PAY0003059,LN000974,1,2024-04-28,2024-04-24,14147000,Rp14147000,0,On Time,0
PAY0003060,LN000974,2,2024-05-28,2024-05-27,14147000,14147000,0,On Time,0
PAY0003061,LN000974,3,2024-06-27,2024-06-22,IDR 14147000,14147000,0,Tepat Waktu,0
PAY0003062,LN000974,4,2024-07-27,2024-07-26,14147000,14147000,0,TEPAT WAKTU,0
PAY0003063,LN000974,5,2024-08-26,2024-08-23,14147000,14147000,0,TEPAT WAKTU,0
PAY0003064,LN000974,6,2024-09-25,2024-09-20,Rp14147000,14147000,0,Tepat Waktu,0
PAY0003065,LN000975,1,2023-08-18,2023-09-10,23345000,Rp. 24447000,1102000,Terlambat,23
PAY0003066,LN000975,2,2023-09-17,2023-09-12,23345000,23345000,0,tepat waktu,0
PAY0003067,LN000975,3,2023-10-17,2023-10-17,23345000,23345000,0,On Time,0
PAY0003068,LN000975,4,2023-11-16,2023-12-30,23345000,Rp23894000,549000,TERLAMBAT,44
PAY0003069,LN000975,5,2023-12-16,2023-12-15,23345000,23345000,0,Tepat Waktu,0
PAY0003070,LN000975,6,2024-01-15,2024-01-14,23345000,23345000,0,TEPAT WAKTU,0
PAY0003071,LN000975,7,2024-02-14,,23345000,4702000,1540000,GAGAL BAYAR,121
PAY0003072,LN000976,1,2024-07-12,2024-07-08,6072000,6072000,0,Tepat Waktu,0
PAY0003073,LN000976,2,2024-08-11,2024-08-11,6072000,6072000,0,On Time,0
PAY0003074,LN000976,3,2024-09-10,2024-09-06,6072000,6072000,0,TEPAT WAKTU,0
PAY0003075,LN000976,4,2024-10-10,2024-10-06,6072000,6072000,0,TEPAT WAKTU,0
PAY0003076,LN000976,5,2024-11-09,2024-12-05,6072000,6142000,70000,Terlambat,26
PAY0003077,LN000976,6,2024-12-09,2024-12-07,6072000,Rp 6072000,0,tepat waktu,0
PAY0003078,LN000978,1,2023-12-01,,10391000,0,617000,Default,30
PAY0003079,LN000978,2,2023-12-31,2023-12-27,10391000,10391000,0,Tepat Waktu,0
PAY0003080,LN000980,1,2023-08-24,2023-08-23,3019000,IDR 3019000,0,tepat waktu,0
PAY0003081,LN000980,2,2023-09-23,,Rp. 3019000,1265000,219000,gagal bayar,118
PAY0003082,LN000980,3,2023-10-23,2023-10-19,3019000,3019000,0,tepat waktu,0
PAY0003083,LN000980,4,2023-11-22,2024-01-06,3019000,3103000,84000,terlambat,45
PAY0003084,LN000980,5,2023-12-22,2023-12-21,Rp3019000,3019000,0,TEPAT WAKTU,0
PAY0003085,LN000980,6,2024-01-21,2024-01-16,Rp 3019000,3019000,0,On Time,0
PAY0003086,LN000981,1,2024-05-08,2024-05-07,Rp21644000,Rp21644000,0,Tepat Waktu,0
PAY0003087,LN000981,2,2024-06-07,2024-06-05,21644000,21644000,0,TEPAT WAKTU,0
PAY0003088,LN000981,3,2024-07-07,2024-07-02,21644000,21644000,0,Tepat Waktu,0
PAY0003089,LN000983,1,2025-11-28,2025-11-28,2256000,2256000,0,Tepat Waktu,0
PAY0003090,LN000987,1,2023-04-08,2023-04-05,1010000,1010000,0,On Time,0
PAY0003091,LN000987,2,2023-05-08,2023-05-04,1010000,1010000,0,Tepat Waktu,0
PAY0003092,LN000987,3,2023-06-07,2023-06-02,1010000,1010000,0,On Time,0
PAY0003093,LN000987,4,2023-07-07,2023-07-04,Rp. 1010000,1010000,0,tepat waktu,0
PAY0003094,LN000987,5,2023-08-06,2023-08-01,1010000,Rp 1010000,0,TEPAT WAKTU,0
PAY0003095,LN000987,6,2023-09-05,2023-09-12,1010000,1026000,16000,Late,7
PAY0003096,LN000987,7,2023-10-05,,Rp. 1010000,Rp 0,96000,GAGAL BAYAR,109
PAY0003097,LN000987,8,2023-11-04,2023-11-04,Rp1010000,1010000,0,TEPAT WAKTU,0
PAY0003098,LN000988,1,2023-03-26,2023-03-25,6909000,6909000,0,On Time,0
PAY0003099,LN000988,2,2023-04-25,2023-04-22,6909000,6909000,0,tepat waktu,0
PAY0003100,LN000988,3,2023-05-25,2023-05-24,6909000,Rp. 6909000,0,TEPAT WAKTU,0
PAY0003101,LN000988,4,2023-06-24,2023-06-24,6909000,6909000,0,tepat waktu,0
PAY0003102,LN000989,1,2024-08-21,2024-09-28,Rp 14869000,15410000,541000,Terlambat,38
PAY0003103,LN000989,2,2024-09-20,2024-09-18,14869000,14869000,0,On Time,0
PAY0003104,LN000993,1,2024-08-31,2024-08-26,Rp. 4115000,4115000,0,tepat waktu,0
PAY0003105,LN000994,1,2025-08-21,2025-08-18,1625000,1625000,0,Tepat Waktu,0
PAY0003106,LN000994,2,2025-09-20,2025-09-15,1625000,1625000,0,TEPAT WAKTU,0
PAY0003107,LN000994,3,2025-10-20,2025-10-16,1625000,1625000,0,tepat waktu,0
PAY0003108,LN000994,4,2025-11-19,2025-11-17,1625000,1625000,0,On Time,0
PAY0003109,LN000994,5,2025-12-19,2026-01-08,1625000,1705000,80000,Late,20
PAY0003110,LN000994,6,2026-01-18,2026-01-17,IDR 1625000,Rp. 1625000,0,tepat waktu,0
PAY0003111,LN000994,7,2026-02-17,2026-02-12,Rp1625000,IDR 1625000,0,TEPAT WAKTU,0
PAY0003112,LN000994,8,2026-03-19,2026-04-14,1625000,1646000,21000,TERLAMBAT,26
PAY0003113,LN000994,9,2026-04-18,2026-04-16,1625000,1625000,0,tepat waktu,0
PAY0003114,LN000994,10,2026-05-18,2026-06-04,Rp 1625000,1701000,76000,Late,17
PAY0003115,LN000995,1,2023-04-12,2023-04-08,Rp. 4183000,Rp4183000,0,On Time,0
PAY0003116,LN000995,2,2023-05-12,2023-05-12,Rp. 4183000,4183000,0,Tepat Waktu,0
PAY0003117,LN000995,3,2023-06-11,2023-06-09,4183000,Rp 4183000,0,TEPAT WAKTU,0
PAY0003118,LN000995,4,2023-07-11,2023-07-22,4183000,4239000,56000,Terlambat,11
PAY0003119,LN000995,5,2023-08-10,2023-08-08,Rp 4183000,Rp. 4183000,0,Tepat Waktu,0
PAY0003120,LN000995,6,2023-09-09,2023-09-04,4183000,4183000,0,tepat waktu,0
PAY0003121,LN000995,7,2023-10-09,2023-10-06,Rp 4183000,4183000,0,tepat waktu,0
PAY0003122,LN000995,8,2023-11-08,2023-11-03,Rp 4183000,Rp. 4183000,0,On Time,0
PAY0003123,LN000995,9,2023-12-08,2024-01-02,Rp 4183000,4387000,204000,terlambat,25
PAY0003124,LN000995,10,2024-01-07,2024-01-06,4183000,4183000,0,tepat waktu,0
PAY0003125,LN000996,1,2024-09-06,2024-09-03,10345000,10345000,0,tepat waktu,0
PAY0003126,LN000996,2,2024-10-06,2024-10-01,10345000,10345000,0,TEPAT WAKTU,0
PAY0003127,LN000996,3,2024-11-05,2024-11-04,10345000,Rp. 10345000,0,TEPAT WAKTU,0
PAY0003128,LN000996,4,2024-12-05,2024-12-05,Rp. 10345000,10345000,0,On Time,0
PAY0003129,LN000996,5,2025-01-04,2025-01-04,Rp10345000,10345000,0,tepat waktu,0
PAY0003130,LN000996,6,2025-02-03,2025-02-03,Rp. 10345000,10345000,0,On Time,0
PAY0003131,LN000996,7,2025-03-05,2025-03-01,10345000,10345000,0,Tepat Waktu,0
PAY0003132,LN000996,8,2025-04-04,2025-03-30,10345000,10345000,0,Tepat Waktu,0
PAY0003133,LN000998,1,2024-11-10,2024-12-03,Rp7803000,Rp 8006000,203000,Terlambat,23
PAY0003134,LN000998,2,2024-12-10,2024-12-07,7803000,Rp. 7803000,0,TEPAT WAKTU,0
PAY0003135,LN000998,3,2025-01-09,2025-01-06,7803000,7803000,0,Tepat Waktu,0
PAY0003136,LN001009,1,2025-10-18,2025-10-17,1730000,Rp 1730000,0,On Time,0
PAY0003137,LN001010,1,2023-06-22,2023-08-01,2181000,2220000,39000,Late,40
PAY0003138,LN001010,2,2023-07-22,2023-07-27,Rp 2181000,2284000,103000,TERLAMBAT,5
PAY0003139,LN001010,3,2023-08-21,2023-08-17,Rp 2181000,2181000,0,On Time,0
PAY0003140,LN001014,1,2025-02-11,2025-02-08,Rp 2090000,2090000,0,On Time,0
PAY0003141,LN001014,2,2025-03-13,,2090000,0,174000,Gagal Bayar,79
PAY0003142,LN001014,3,2025-04-12,2025-04-11,2090000,Rp 2090000,0,On Time,0
PAY0003143,LN001014,4,2025-05-12,2025-05-10,2090000,2090000,0,tepat waktu,0
PAY0003144,LN001014,5,2025-06-11,2025-06-10,2090000,2090000,0,tepat waktu,0
PAY0003145,LN001015,1,2025-11-18,,3617000,812000,220000,GAGAL BAYAR,171
PAY0003146,LN001015,2,2025-12-18,2025-12-18,3617000,Rp 3617000,0,TEPAT WAKTU,0
PAY0003147,LN001015,3,2026-01-17,2026-01-23,3617000,3761000,144000,Late,6
PAY0003148,LN001015,4,2026-02-16,2026-02-16,3617000,3617000,0,TEPAT WAKTU,0
PAY0003149,LN001015,5,2026-03-18,2026-03-13,3617000,3617000,0,Tepat Waktu,0
PAY0003150,LN001016,1,2023-07-30,,879000,Rp 0,51000,Gagal Bayar,125
PAY0003151,LN001016,2,2023-08-29,2023-08-25,879000,879000,0,Tepat Waktu,0
PAY0003152,LN001016,3,2023-09-28,2023-09-24,879000,879000,0,tepat waktu,0
PAY0003153,LN001016,4,2023-10-28,2023-10-28,879000,879000,0,On Time,0
PAY0003154,LN001016,5,2023-11-27,2023-12-25,879000,918000,39000,Late,28
PAY0003155,LN001016,6,2023-12-27,2023-12-25,879000,879000,0,tepat waktu,0
PAY0003156,LN001017,1,2024-10-02,2024-10-07,537000,IDR 549000,12000,Late,5
PAY0003157,LN001017,2,2024-11-01,2024-10-27,537000,537000,0,tepat waktu,0
PAY0003158,LN001017,3,2024-12-01,2024-11-26,537000,Rp 537000,0,TEPAT WAKTU,0
PAY0003159,LN001017,4,2024-12-31,2024-12-28,537000,537000,0,TEPAT WAKTU,0
PAY0003160,LN001017,5,2025-01-30,2025-02-25,537000,Rp 552000,15000,TERLAMBAT,26
PAY0003161,LN001017,6,2025-03-01,2025-03-27,Rp 537000,554000,17000,Terlambat,26
PAY0003162,LN001017,7,2025-03-31,2025-03-28,537000,Rp 537000,0,On Time,0
PAY0003163,LN001018,1,2025-04-16,2025-04-13,3322000,3322000,0,Tepat Waktu,0
PAY0003164,LN001018,2,2025-05-16,2025-05-12,Rp. 3322000,3322000,0,On Time,0
PAY0003165,LN001018,3,2025-06-15,2025-07-04,3322000,Rp 3455000,133000,TERLAMBAT,19
PAY0003166,LN001018,4,2025-07-15,2025-07-17,3322000,3375000,53000,terlambat,2
PAY0003167,LN001018,5,2025-08-14,2025-09-15,Rp3322000,3382000,60000,Late,32
PAY0003168,LN001021,1,2023-06-05,2023-06-01,1134000,1134000,0,tepat waktu,0
PAY0003169,LN001021,2,2023-07-05,2023-07-03,1134000,1134000,0,TEPAT WAKTU,0
PAY0003170,LN001021,3,2023-08-04,2023-07-30,1134000,1134000,0,On Time,0
PAY0003171,LN001021,4,2023-09-03,2023-09-01,1134000,1134000,0,Tepat Waktu,0
PAY0003172,LN001021,5,2023-10-03,2023-09-29,1134000,1134000,0,TEPAT WAKTU,0
PAY0003173,LN001021,6,2023-11-02,2023-10-29,1134000,1134000,0,On Time,0
PAY0003174,LN001021,7,2023-12-02,2023-12-02,1134000,1134000,0,On Time,0
PAY0003175,LN001021,8,2024-01-01,2023-12-28,1134000,1134000,0,Tepat Waktu,0
PAY0003176,LN001021,9,2024-01-31,2024-01-28,Rp1134000,1134000,0,tepat waktu,0
PAY0003177,LN001021,10,2024-03-01,,IDR 1134000,0,101000,Default,133
PAY0003178,LN001023,1,2023-10-21,2023-10-17,37931000,37931000,0,tepat waktu,0
PAY0003179,LN001023,2,2023-11-20,,37931000,16267000,2642000,Default,148
PAY0003180,LN001023,3,2023-12-20,2023-12-17,Rp37931000,37931000,0,Tepat Waktu,0
PAY0003181,LN001023,4,2024-01-19,2024-01-16,37931000,IDR 37931000,0,Tepat Waktu,0
PAY0003182,LN001023,5,2024-02-18,2024-02-18,37931000,37931000,0,On Time,0
PAY0003183,LN001023,6,2024-03-19,2024-03-17,Rp37931000,37931000,0,TEPAT WAKTU,0
PAY0003184,LN001023,7,2024-04-18,2024-04-17,37931000,37931000,0,TEPAT WAKTU,0
PAY0003185,LN001023,8,2024-05-18,2024-05-18,Rp. 37931000,Rp 37931000,0,Tepat Waktu,0
PAY0003186,LN001023,9,2024-06-17,2024-06-29,37931000,38968000,1037000,Late,12
PAY0003187,LN001023,10,2024-07-17,2024-07-14,37931000,37931000,0,tepat waktu,0
PAY0003188,LN001023,11,2024-08-16,2024-08-15,37931000,IDR 37931000,0,On Time,0
PAY0003189,LN001023,12,2024-09-15,2024-09-11,37931000,37931000,0,TEPAT WAKTU,0
PAY0003190,LN001025,1,2023-07-24,2023-07-20,470000,470000,0,Tepat Waktu,0
PAY0003191,LN001025,2,2023-08-23,2023-08-20,470000,470000,0,tepat waktu,0
PAY0003192,LN001025,3,2023-09-22,2023-09-22,470000,470000,0,Tepat Waktu,0
PAY0003193,LN001025,4,2023-10-22,2023-10-17,470000,470000,0,Tepat Waktu,0
PAY0003194,LN001028,1,2024-03-03,2024-02-28,IDR 495000,495000,0,TEPAT WAKTU,0
PAY0003195,LN001028,2,2024-04-02,2024-03-31,Rp 495000,495000,0,TEPAT WAKTU,0
PAY0003196,LN001029,1,2025-02-06,2025-02-01,Rp9335000,Rp 9335000,0,On Time,0
PAY0003197,LN001029,2,2025-03-08,2025-03-03,9335000,9335000,0,TEPAT WAKTU,0
PAY0003198,LN001029,3,2025-04-07,2025-04-11,9335000,9440000,105000,Late,4
PAY0003199,LN001029,4,2025-05-07,2025-05-05,9335000,Rp. 9335000,0,tepat waktu,0
PAY0003200,LN001029,5,2025-06-06,2025-06-10,9335000,9435000,100000,Late,4
PAY0003201,LN001029,6,2025-07-06,2025-07-04,9335000,9335000,0,tepat waktu,0
PAY0003202,LN001029,7,2025-08-05,2025-08-05,9335000,9335000,0,tepat waktu,0
PAY0003203,LN001031,1,2023-02-24,2023-02-25,21727000,22568000,841000,Late,1
PAY0003204,LN001031,2,2023-03-26,2023-04-07,21727000,22003000,276000,Late,12
PAY0003205,LN001031,3,2023-04-25,2023-04-22,21727000,Rp 21727000,0,Tepat Waktu,0
PAY0003206,LN001031,4,2023-05-25,2023-05-21,21727000,Rp21727000,0,On Time,0
PAY0003207,LN001031,5,2023-06-24,2023-06-23,IDR 21727000,21727000,0,TEPAT WAKTU,0
PAY0003208,LN001032,1,2025-07-10,2025-07-07,2527000,2527000,0,Tepat Waktu,0
PAY0003209,LN001032,2,2025-08-09,2025-08-04,2527000,Rp2527000,0,On Time,0
PAY0003210,LN001032,3,2025-09-08,2025-09-03,Rp2527000,IDR 2527000,0,On Time,0
PAY0003211,LN001032,4,2025-10-08,2025-10-07,2527000,Rp. 2527000,0,Tepat Waktu,0
PAY0003212,LN001032,5,2025-11-07,2025-11-07,2527000,Rp2527000,0,tepat waktu,0
PAY0003213,LN001032,6,2025-12-07,2026-01-21,2527000,2589000,62000,terlambat,45
PAY0003214,LN001032,7,2026-01-06,2026-01-04,2527000,Rp. 2527000,0,TEPAT WAKTU,0
PAY0003215,LN001032,8,2026-02-05,2026-02-05,2527000,2527000,0,tepat waktu,0
PAY0003216,LN001032,9,2026-03-07,2026-03-04,2527000,2527000,0,On Time,0
PAY0003217,LN001033,1,2024-12-07,2024-12-05,2193000,2193000,0,TEPAT WAKTU,0
PAY0003218,LN001033,2,2025-01-06,2025-01-01,2193000,2193000,0,On Time,0
PAY0003219,LN001033,3,2025-02-05,2025-02-02,Rp2193000,2193000,0,On Time,0
PAY0003220,LN001033,4,2025-03-07,2025-03-06,Rp. 2193000,2193000,0,tepat waktu,0
PAY0003221,LN001033,5,2025-04-06,2025-04-06,Rp2193000,2193000,0,On Time,0
PAY0003222,LN001033,6,2025-05-06,2025-05-12,Rp. 2193000,2218000,25000,Late,6
PAY0003223,LN001033,7,2025-06-05,2025-06-01,2193000,2193000,0,On Time,0
PAY0003224,LN001033,8,2025-07-05,2025-06-30,2193000,Rp 2193000,0,TEPAT WAKTU,0
PAY0003225,LN001033,9,2025-08-04,2025-07-30,Rp2193000,IDR 2193000,0,tepat waktu,0
PAY0003226,LN001033,10,2025-09-03,2025-09-07,2193000,2268000,75000,Terlambat,4
PAY0003227,LN001035,1,2025-11-17,2025-11-14,8744000,8744000,0,Tepat Waktu,0
PAY0003228,LN001035,2,2025-12-17,2025-12-16,Rp 8744000,Rp8744000,0,Tepat Waktu,0
PAY0003229,LN001035,3,2026-01-16,2026-01-12,8744000,Rp 8744000,0,TEPAT WAKTU,0
PAY0003230,LN001035,4,2026-02-15,2026-02-14,Rp8744000,8744000,0,On Time,0
PAY0003231,LN001035,5,2026-03-17,2026-04-09,8744000,Rp. 9135000,391000,TERLAMBAT,23
PAY0003232,LN001035,6,2026-04-16,2026-04-12,8744000,8744000,0,Tepat Waktu,0
PAY0003233,LN001035,7,2026-05-16,2026-05-12,8744000,Rp 8744000,0,TEPAT WAKTU,0
