loan_id,applicant_id,tujuan_pinjaman,jumlah_pinjaman,tenor_bulan,suku_bunga_persen,angsuran_bulanan,tanggal_pengajuan,status_persetujuan,skor_kredit,agunan,nilai_agunan,flag_default
LN000731,APP00577,Konsumtif,22800000,24,12.01,1073000,2024-11-07,ditolak,4,Tidak,0,
LN000732,APP00578,KKB,496300000,24,12.84,23558000,2023-03-30,disetujui,4,Ya,807200000,1
LN000733,APP00579,Pendidikan  ,47300000,48,13.68,1285000,2023-06-29,Pending,4,Tidak,0,
LN000734,APP00580,Kredit Multiguna  ,Rp 57600000,12,15.83,5221000,2025-03-12,DALAM PROSES,3,Ya,68600000,
LN000735,APP00580, Renovasi Rumah ,121800000,60,8.27,2485000,2024-03-17,Approved,1,Tidak,0,0
LN000736,APP00581, Renovasi Rumah ,99100000,24,13.97,4757000,2023-01-16,Rejected,2,Tidak,0,
LN000737,APP00582,Modal Usaha,191300000,24,11.0,8916000,2023-04-07,Rejected,2,Ya,355600000,
LN000738,APP00583,Modal Usaha,Rp. 121100000,36,7.83,3785000,2023-01-30,Approved,1,Ya,105600000,0
LN000739,APP00584, Konsumtif ,17000000,12,8.69,1484000,2025-01-27,Rejected,1,Tidak,0,
LN000740,APP00585,Modal Usaha,175300000,36,15.44,6115000,2024-03-19,Approved,3,Ya,312700000,0
LN000741,APP00586,Renovasi Rumah,54900000,36,8.86,1742000,2025-04-21,DITOLAK,1,Tidak,0,
LN000742,APP00586,KKB,489000000,60,9.76,10332000,2025-10-20,DISETUJUI,3,Ya,601800000,0
LN000743,APP00587,KPR,289700000,120,14.17,4528000,2025-07-05,DITOLAK,1,Ya,429700000,
LN000744,APP00587,Kredit Multiguna,33700000,12,12.33,2999000,2024-01-12,DALAM PROSES,1,Ya,30700000,
LN000745,APP00588,Modal Usaha,Rp 263300000,24,7.99,11907000,2025-03-23,Approved,1,Ya,300600000,0
LN000746,APP00588,KPR,1370600000,60,7.87,27706000,2025-09-23,disetujui,2,Ya,1331300000,1
LN000747,APP00589,Modal Usaha,345400000,24,7.16,15490000,2025-01-26,disetujui,3,Ya,555600000,0
LN000748,APP00590,KPR,1189700000,240,13.8,14622000,2024-11-03,DISETUJUI,1,Ya,1730900000,0
LN000749,APP00591,Kredit Tanpa Agunan,35700000,6,5.65,6048000,2025-06-16,Rejected,1,Tidak,0,
LN000750,APP00591,Renovasi Rumah,139200000,60,17.08,3465000,2023-01-10,ditolak,2,Tidak,0,
LN000751,APP00592,Pendidikan,Rp. 7200000,36,9.36,230000,2024-01-06,Approved,3,Tidak,0,1
LN000752,APP00592,Kredit Multiguna,66600000,24,9.26,3051000,2023-11-22,disetujui,3,Ya,77600000,0
LN000753,APP00593,KPR,1762600000,180,11.08,20122000,2024-01-30,Rejected,3,Ya,1945900000,
LN000754,APP00594,  KKB,74700000,36,6.3,2283000,2024-09-02,Rejected,3,Ya,67600000,
LN000755,APP00595,Kredit Tanpa Agunan,Rp 39900000,36,17.25,1428000,2023-12-13,disetujui,1,Tidak,0,0
LN000756,APP00596,Pendidikan,16200000,48,13.08,435000,2024-10-25,disetujui,1,Tidak,0,0
LN000757,APP00597,Modal Usaha,486400000,12,12.08,43234000,2023-02-26,disetujui,2,Ya,500400000,0
LN000758,APP00598,Konsumtif,Rp 22200000,6,13.21,3844000,2023-01-05,Approved,3,Tidak,0,1
LN000759,APP00599,Pendidikan  ,Rp. 29200000,12,5.08,2501000,2023-11-10,Approved,1,Tidak,0,0
LN000760,APP00600,  Modal Usaha,IDR 384500000,12,8.78,33586000,2023-01-10,Rejected,1,Ya,385100000,
LN000761,APP00601,KPR  ,1990500000,60,7.38,39772000,2024-12-13,Rejected,4,Ya,3858200000,
LN000762,APP00602,Kredit Tanpa Agunan,43600000,6,5.1,7375000,2023-01-12,Ditolak,3,Tidak,0,
LN000763,APP00603,Kredit Tanpa Agunan,28000000,12,15.67,2536000,2023-12-23,dalam proses,4,Tidak,0,
LN000764,APP00603,Konsumtif  ,5800000,12,16.87,529000,2024-10-02,Disetujui,2,Tidak,0,0
LN000765,APP00604,Konsumtif,Rp 2400000,6,11.27,413000,2025-12-27,dalam proses,4,Tidak,0,
LN000766,APP00604,  KPR,1371100000,120,8.68,17132000,2023-08-22,disetujui,1,Ya,1283200000,0
LN000767,APP00605,KKB,343300000,24,6.8,15339000,2024-12-18,Disetujui,2,Ya,340600000,0
LN000768,APP00606,KKB,284400000,48,12.33,7536000,2024-08-17,Disetujui,5,Ya,481800000,1
LN000769,APP00607,KKB,265200000,48,11.57,6928000,2023-08-20,ditolak,5,Ya,361200000,
LN000770,APP00608,KPR,IDR 585500000,180,6.25,5020000,2024-01-22,Ditolak,4,Ya,998200000,
LN000771,APP00608,Kredit Multiguna,Rp 55900000,12,12.99,4993000,2024-09-04,Disetujui,3,Ya,107200000,0
LN000772,APP00609,Modal Usaha,61700000,36,15.13,2143000,2023-05-05,DITOLAK,1,Ya,73200000,
LN000773,APP00610,Renovasi Rumah,241700000,60,10.81,5232000,2024-04-21,Ditolak,2,Tidak,0,
LN000774,APP00611,Modal Usaha,32700000,60,10.11,697000,2024-08-25,Ditolak,1,Ya,46200000,
LN000775,APP00612,Kredit Multiguna  ,128600000,24,10.91,5988000,2025-06-25,disetujui,3,Ya,187500000,0
LN000776,APP00613,Pendidikan,Rp. 19500000,12,14.77,1758000,2023-05-10,Rejected,1,Tidak,0,
LN000777,APP00614,KKB,381800000,60,5.51,7295000,2023-03-02,DISETUJUI,1,Ya,449700000,0
LN000778,APP00615,Konsumtif,28900000,6,14.35,5020000,2025-08-01,Approved,2,Tidak,0,0
LN000779,APP00615,Kredit Tanpa Agunan,Rp 18100000,6,7.13,3080000,2024-06-05,DITOLAK,2,Tidak,0,
LN000780,APP00616,KKB,182300000,60,17.77,4606000,2025-12-03,DISETUJUI,1,Ya,173000000,0
LN000781,APP00617, Konsumtif ,28700000,24,10.23,1327000,2025-06-18,Disetujui,1,Tidak,0,0
LN000782,APP00618,KPR,1420300000,120,15.27,23150000,2025-07-10,Disetujui,1,Ya,2724700000,0
LN000783,APP00619,Kredit Multiguna,188600000,24,12.22,8897000,2024-05-30,Rejected,2,Ya,202900000,
LN000784,APP00620,Kredit Multiguna,96600000,24,14.47,4660000,2023-05-02,Rejected,2,Ya,145400000,
LN000785,APP00621,Pendidikan,Rp. 72400000,48,7.27,1743000,2025-07-28,DALAM PROSES,3,Tidak,0,
LN000786,APP00621,Konsumtif,25000000,24,5.21,1099000,2024-06-06,disetujui,4,Tidak,0,1
LN000787,APP00622,Renovasi Rumah,226200000,36,11.94,7507000,2024-06-29,Approved,2,Tidak,0,0
LN000788,APP00623,Pendidikan,Rp. 22600000,24,12.84,1073000,2025-05-02,ditolak,2,Tidak,0,
LN000789,APP00623,  Pendidikan,Rp35300000,24,16.14,1731000,2023-01-07,Pending,3,Tidak,0,
LN000790,APP00624,Renovasi Rumah,51700000,12,8.4,4507000,2023-09-30,disetujui,2,Tidak,0,0
LN000791,APP00625,Kredit Tanpa Agunan,19200000,36,7.23,595000,2025-12-17,Ditolak,1,Tidak,0,
LN000792,APP00625,Renovasi Rumah,IDR 168100000,36,9.73,5403000,2023-08-29,DITOLAK,4,Tidak,0,
LN000793,APP00626,KKB,91600000,12,11.07,8099000,2024-06-27,dalam proses,1,Ya,182300000,
LN000794,APP00626,KKB  ,389200000,60,11.91,8640000,2024-09-04,disetujui,3,Ya,451600000,0
LN000795,APP00627,KKB,269000000,36,14.78,9296000,2023-12-22,Pending,3,Ya,308300000,
LN000796,APP00628,Konsumtif,26400000,6,9.2,4519000,2025-12-17,DALAM PROSES,2,Tidak,0,
LN000797,APP00629,KPR,331300000,240,9.11,3004000,2023-09-02,disetujui,5,Ya,523800000,0
LN000798,APP00630,Modal Usaha,Rp. 46200000,36,17.45,1658000,2023-12-18,Approved,3,Ya,92300000,1
LN000799,APP00630,Renovasi Rumah,148100000,60,11.96,3291000,2025-02-25,Dalam Proses,1,Tidak,0,
LN000800,APP00631,Kredit Tanpa Agunan,5900000,36,10.47,192000,2025-03-08,Approved,1,Tidak,0,0
LN000801,APP00631,Renovasi Rumah,75000000,24,15.39,3650000,2023-05-11,Rejected,2,Tidak,0,
LN000802,APP00632,Kredit Tanpa Agunan,10200000,24,10.69,474000,2024-12-17,ditolak,1,Tidak,0,
LN000803,APP00633, Modal Usaha ,63700000,60,5.57,1219000,2024-06-04,Rejected,1,Ya,126100000,
LN000804,APP00634,Modal Usaha,363000000,24,6.47,16165000,2023-12-20,DISETUJUI,2,Ya,325200000,0
LN000805,APP00634,KPR,1192300000,300,10.14,10952000,2025-02-18,ditolak,4,Ya,2030400000,
LN000806,APP00635,KPR,IDR 1590100000,60,8.72,32792000,2024-07-23,Rejected,1,Ya,2020600000,
LN000807,APP00636,Kredit Tanpa Agunan,9500000,24,12.52,450000,2023-12-14,DITOLAK,5,Tidak,0,
LN000808,APP00637,Pendidikan,93500000,48,14.07,2558000,2024-03-12,dalam proses,4,Tidak,0,
LN000809,APP00638,KPR,930200000,180,11.49,10861000,2025-08-18,Rejected,3,Ya,1340900000,
LN000810,APP00639,Renovasi Rumah,73500000,12,9.8,6455000,2024-03-23,DITOLAK,3,Tidak,0,
LN000811,APP00640, Modal Usaha ,325900000,12,17.68,29829000,2024-11-29,Pending,2,Ya,270700000,
LN000812,APP00640,Kredit Tanpa Agunan,Rp 33600000,6,16.11,5866000,2025-05-08,Approved,1,Tidak,0,0
LN000813,APP00641, KKB ,478000000,24,6.13,21213000,2023-07-01,DITOLAK,1,Ya,477200000,
LN000814,APP00642,KPR,1885900000,120,16.11,31721000,2024-12-08,DITOLAK,1,Ya,2298600000,
LN000815,APP00642,Kredit Tanpa Agunan,30100000,12,9.37,2637000,2024-07-20,DITOLAK,2,Tidak,0,
LN000816,APP00643,Konsumtif,26300000,12,16.97,2398000,2025-01-12,DITOLAK,1,Tidak,0,
LN000817,APP00644,Pendidikan,25800000,36,5.99,785000,2023-12-16,Pending,5,Tidak,0,
LN000818,APP00645,KPR,Rp. 376700000,240,15.47,5092000,2023-12-14,DALAM PROSES,4,Ya,567600000,
LN000819,APP00646,Kredit Tanpa Agunan,27000000,12,7.72,2345000,2025-03-24,disetujui,3,Tidak,0,0
LN000820,APP00647,Modal Usaha,376900000,36,8.5,11898000,2025-06-15,DISETUJUI,2,Ya,645100000,0
LN000821,APP00648,Pendidikan,68100000,36,7.88,2130000,2024-11-28,disetujui,5,Tidak,0,0
LN000822,APP00649,  Renovasi Rumah,244000000,12,9.06,21345000,2025-06-08,Ditolak,1,Tidak,0,
LN000823,APP00650, Modal Usaha ,Rp. 129800000,36,16.51,4596000,2023-06-06,Approved,2,Ya,185700000,0
LN000824,APP00651,Modal Usaha,373800000,24,13.99,17945000,2023-03-26,Disetujui,3,Ya,574000000,0
LN000825,APP00651,Modal Usaha,128600000,24,5.8,5688000,2025-02-04,Disetujui,1,Ya,203200000,0
LN000826,APP00652,KPR,Rp 1553900000,300,16.93,22256000,2023-06-28,disetujui,4,Ya,2250600000,0
LN000827,APP00653,Konsumtif,26300000,24,17.11,1302000,2025-10-18,DALAM PROSES,3,Tidak,0,
LN000828,APP00653,Konsumtif,14700000,12,9.64,1290000,2024-09-03,DISETUJUI,4,Tidak,0,1
LN000829,APP00654,Renovasi Rumah,128500000,36,15.03,4456000,2023-08-16,disetujui,1,Tidak,0,0
LN000830,APP00654,Modal Usaha,461600000,12,11.99,41010000,2023-10-05,Disetujui,1,Ya,730900000,0
LN000831,APP00655,Pendidikan,Rp 50100000,12,11.04,4429000,2023-10-21,Approved,1,Tidak,0,0
LN000832,APP00656,KKB,221700000,12,14.7,19979000,2024-08-31,DISETUJUI,2,Ya,293600000,0
LN000833,APP00657,Modal Usaha,Rp. 414500000,36,13.59,14084000,2025-07-17,DITOLAK,4,Ya,619500000,
LN000834,APP00658,Pendidikan,69200000,24,9.48,3177000,2023-03-10,Approved,3,Tidak,0,0
LN000835,APP00659,KKB  ,136300000,36,12.1,4534000,2024-06-25,DITOLAK,3,Ya,207600000,
LN000836,APP00660,Pendidikan,16100000,48,13.82,439000,2024-11-14,DITOLAK,1,Tidak,0,
LN000837,APP00660,Kredit Tanpa Agunan,Rp 49100000,24,17.98,2451000,2025-06-04,Disetujui,1,Tidak,0,0
LN000838,APP00661,  Kredit Multiguna,Rp 91400000,24,17.72,4551000,2025-12-13,Approved,2,Ya,109300000,0
LN000839,APP00661,Konsumtif,22100000,24,9.51,1015000,2023-04-03,disetujui,3,Tidak,0,0
LN000840,APP00662,Kredit Multiguna,182200000,36,16.75,6473000,2023-09-20,Pending,3,Ya,158300000,
LN000841,APP00663,KPR,1979500000,240,8.14,16730000,2025-05-17,disetujui,1,Ya,2566100000,0
LN000842,APP00664,  KKB  ,256900000,36,9.55,8235000,2024-10-24,ditolak,2,Ya,294500000,
LN000843,APP00664,Kredit Multiguna,160700000,48,11.37,4182000,2025-10-25,Disetujui,1,Ya,197000000,0
LN000844,APP00665,Konsumtif,5700000,24,9.23,261000,2025-05-01,DITOLAK,1,Tidak,0,
LN000845,APP00666,Modal Usaha,245800000,24,10.04,11347000,2025-04-14,Ditolak,1,Ya,457000000,
LN000846,APP00666,KKB,Rp 167600000,24,12.63,7939000,2025-04-30,dalam proses,1,Ya,186500000,
LN000847,APP00667,Kredit Tanpa Agunan,9500000,12,6.06,818000,2023-10-25,DITOLAK,2,Tidak,0,
LN000848,APP00668,Kredit Tanpa Agunan,43900000,36,12.19,1462000,2025-12-12,disetujui,3,Tidak,0,0
LN000849,APP00669,Kredit Tanpa Agunan,20100000,6,9.52,3444000,2025-10-10,ditolak,1,Tidak,0,
LN000850,APP00670,Pendidikan,80600000,12,10.49,7104000,2023-09-30,Disetujui,5,Tidak,0,1
LN000851,APP00671,Kredit Tanpa Agunan,18700000,6,14.79,3252000,2023-07-05,Ditolak,2,Tidak,0,
LN000852,APP00672,  Pendidikan,Rp. 94600000,36,7.94,2962000,2025-03-06,Approved,3,Tidak,0,1
LN000853,APP00672, Konsumtif ,8900000,24,14.58,430000,2025-10-01,DISETUJUI,2,Tidak,0,0
LN000854,APP00673,KPR,1916400000,180,16.44,28736000,2023-03-14,disetujui,3,Ya,2611100000,1
LN000855,APP00673,Konsumtif,IDR 12200000,24,17.83,608000,2024-02-28,DITOLAK,1,Tidak,0,
LN000856,APP00674,KKB,112200000,60,11.69,2478000,2023-11-06,DISETUJUI,1,Ya,221100000,1
LN000857,APP00674,Kredit Tanpa Agunan,14300000,6,12.31,2470000,2024-02-14,Dalam Proses,5,Tidak,0,
LN000858,APP00675,Kredit Multiguna,IDR 144900000,12,11.07,12811000,2023-03-03,DITOLAK,1,Ya,184000000,
LN000859,APP00676,KKB,399000000,24,7.06,17875000,2024-10-30,Ditolak,1,Ya,324100000,
LN000860,APP00677,Renovasi Rumah  ,IDR 36600000,24,11.38,1712000,2024-03-23,DISETUJUI,3,Tidak,0,0
LN000861,APP00678,Kredit Multiguna,195000000,48,17.39,5666000,2024-11-06,disetujui,4,Ya,292200000,1
LN000862,APP00679,Kredit Tanpa Agunan,38600000,36,12.22,1286000,2025-07-23,ditolak,1,Tidak,0,
LN000863,APP00680,  Renovasi Rumah,58800000,36,7.08,1818000,2025-10-31,DISETUJUI,2,Tidak,0,0
LN000864,APP00681,Konsumtif,16800000,12,10.38,1480000,2023-07-02,DISETUJUI,3,Tidak,0,0
LN000865,APP00682,Kredit Multiguna,45900000,48,6.41,1087000,2024-11-02,ditolak,3,Ya,67800000,
LN000866,APP00683,Renovasi Rumah,179200000,24,13.72,8580000,2024-06-08,Rejected,1,Tidak,0,
LN000867,APP00684,KKB,437500000,24,16.94,21618000,2025-06-13,Disetujui,1,Ya,757900000,0
LN000868,APP00684,Pendidikan,84800000,36,14.36,2913000,2025-06-27,DITOLAK,1,Tidak,0,
LN000869,APP00685,Modal Usaha,226000000,12,17.01,20613000,2024-08-06,disetujui,3,Ya,189100000,0
LN000870,APP00685,Kredit Tanpa Agunan,IDR 7300000,36,11.95,242000,2025-06-16,disetujui,3,Tidak,0,1
LN000871,APP00686,KKB,Rp. 85800000,24,5.15,3770000,2025-05-24,Approved,2,Ya,169400000,0
LN000872,APP00687,Renovasi Rumah  ,290200000,24,17.83,14464000,2025-02-07,Disetujui,2,Tidak,0,0
LN000873,APP00688,  Pendidikan,70800000,36,15.91,2486000,2024-02-01,Rejected,2,Tidak,0,
LN000874,APP00689,Modal Usaha,60700000,60,8.27,1239000,2023-01-12,Rejected,3,Ya,73500000,
LN000875,APP00690,Modal Usaha,405800000,12,14.82,36592000,2025-11-25,Dalam Proses,2,Ya,385300000,
LN000876,APP00691,Kredit Multiguna,123400000,48,6.66,2936000,2024-07-11,Dalam Proses,3,Ya,231200000,
LN000877,APP00692,  KKB,Rp 468500000,36,10.02,15122000,2024-10-08,Ditolak,2,Ya,787100000,
LN000878,APP00693,KPR,1168000000,120,11.75,16589000,2024-10-17,disetujui,2,Ya,1997200000,0
LN000879,APP00693,Kredit Tanpa Agunan,43400000,12,15.66,3931000,2023-03-08,DITOLAK,1,Tidak,0,
LN000880,APP00694, Kredit Tanpa Agunan ,38400000,6,11.81,6622000,2023-10-21,DISETUJUI,5,Tidak,0,1
LN000881,APP00694,Kredit Multiguna,Rp. 106200000,12,6.35,9157000,2023-03-27,DISETUJUI,2,Ya,123200000,0
LN000882,APP00695,Kredit Multiguna,94200000,60,10.83,2040000,2023-03-16,Rejected,1,Ya,162600000,
LN000883,APP00696,Konsumtif,15100000,12,5.47,1296000,2025-03-04,Ditolak,4,Tidak,0,
LN000884,APP00697,Renovasi Rumah,29000000,24,12.33,1370000,2025-08-21,ditolak,2,Tidak,0,
LN000885,APP00697,KPR,1334000000,60,11.64,29432000,2025-04-14,Approved,3,Ya,1977200000,0
LN000886,APP00698,Kredit Multiguna,Rp 113300000,48,8.15,2774000,2023-12-08,DALAM PROSES,2,Ya,138000000,
LN000887,APP00699,Modal Usaha,462900000,12,6.01,39842000,2025-08-20,Rejected,1,Ya,613500000,
LN000888,APP00700, Kredit Multiguna ,199100000,60,12.18,4447000,2023-10-04,Rejected,4,Ya,173400000,
LN000889,APP00701,  Konsumtif,11100000,6,9.65,1902000,2024-01-16,Approved,4,Tidak,0,1
LN000890,APP00702,Kredit Multiguna,81500000,60,11.14,1778000,2023-12-25,Approved,1,Ya,151300000,0
LN000891,APP00703,Renovasi Rumah,215100000,12,14.03,19316000,2024-09-25,DISETUJUI,2,Tidak,0,0
LN000892,APP00704,Kredit Multiguna  ,96700000,24,14.36,4659000,2023-04-10,Ditolak,4,Ya,119700000,
LN000893,APP00705,Kredit Tanpa Agunan,37000000,12,15.24,3344000,2024-12-06,DISETUJUI,2,Tidak,0,0
LN000894,APP00706,  Kredit Tanpa Agunan,40700000,6,17.62,7136000,2024-02-19,DITOLAK,1,Tidak,0,
LN000895,APP00707,KPR,IDR 581100000,240,9.16,5288000,2025-05-27,disetujui,5,Ya,673500000,0
LN000896,APP00708,Kredit Multiguna,75600000,36,13.11,2551000,2025-01-06,DISETUJUI,3,Ya,101500000,0
LN000897,APP00708,Konsumtif,19800000,24,6.74,884000,2024-01-29,DITOLAK,1,Tidak,0,
LN000898,APP00709,Kredit Multiguna,134600000,12,9.91,11828000,2025-12-11,Rejected,2,Ya,133600000,
LN000899,APP00709,Konsumtif,Rp 26700000,12,11.26,2363000,2024-01-04,DALAM PROSES,5,Tidak,0,
LN000900,APP00710,  Renovasi Rumah  ,Rp272100000,60,14.78,6442000,2024-01-15,disetujui,1,Tidak,0,0
LN000901,APP00711,Renovasi Rumah,68500000,24,17.13,3391000,2024-04-01,Approved,3,Tidak,0,1
LN000902,APP00712,Modal Usaha,387900000,36,16.28,13691000,2023-07-14,dalam proses,2,Ya,469400000,
LN000903,APP00713,Modal Usaha,65900000,36,14.96,2283000,2023-04-15,dalam proses,1,Ya,70500000,
LN000904,APP00714,Modal Usaha,195200000,36,16.32,6894000,2023-01-19,Approved,2,Ya,346700000,0
LN000905,APP00715,  Kredit Tanpa Agunan,48900000,12,6.2,4213000,2023-10-30,Rejected,3,Tidak,0,
LN000906,APP00715,Pendidikan,56800000,36,17.49,2039000,2024-03-06,disetujui,2,Tidak,0,0
LN000907,APP00716,Kredit Multiguna,107000000,60,10.71,2311000,2025-12-02,ditolak,3,Ya,122800000,
LN000908,APP00717,KKB,262900000,24,8.17,11911000,2024-08-24,Disetujui,1,Ya,260100000,0
LN000909,APP00718,Modal Usaha,396300000,60,9.05,8236000,2023-04-11,Ditolak,4,Ya,689400000,
LN000910,APP00719,Kredit Tanpa Agunan,Rp21100000,24,16.09,1034000,2024-03-31,Dalam Proses,3,Tidak,0,
LN000911,APP00720,Modal Usaha  ,432600000,60,10.61,9322000,2023-10-22,DITOLAK,2,Ya,511200000,
LN000912,APP00721,Kredit Tanpa Agunan,15200000,12,16.64,1384000,2024-12-21,Disetujui,4,Tidak,0,0
LN000913,APP00722,Kredit Tanpa Agunan,7900000,6,7.37,1345000,2025-03-08,Pending,1,Tidak,0,
LN000914,APP00723,Pendidikan,Rp 31700000,12,16.82,2888000,2025-02-16,Dalam Proses,1,Tidak,0,
LN000915,APP00724,Konsumtif,20300000,24,8.74,925000,2025-08-21,Pending,1,Tidak,0,
LN000916,APP00725,Kredit Multiguna,193400000,36,6.99,5971000,2024-03-09,Ditolak,2,Ya,235100000,
LN000917,APP00726,KKB,Rp 394800000,12,13.93,35435000,2023-12-18,DITOLAK,2,Ya,395900000,
LN000918,APP00727,  KPR  ,Rp1114100000,240,10.78,11333000,2024-06-01,Ditolak,1,Ya,1188600000,
LN000919,APP00728,Pendidikan,52900000,36,14.56,1822000,2023-05-16,disetujui,4,Tidak,0,0
LN000920,APP00729,Kredit Multiguna  ,146300000,60,5.94,2824000,2024-01-06,Approved,2,Ya,292500000,0
LN000921,APP00730,KKB,IDR 487700000,24,10.42,22600000,2025-05-30,disetujui,5,Ya,888200000,0
LN000922,APP00731,KKB,Rp. 174400000,60,8.84,3607000,2023-04-21,DISETUJUI,5,Ya,296600000,1
LN000923,APP00732,Kredit Multiguna,IDR 74300000,60,7.99,1506000,2024-07-30,Approved,3,Ya,142500000,0
LN000924,APP00733,  Modal Usaha,340000000,36,7.01,10500000,2024-12-30,DITOLAK,1,Ya,363700000,
LN000925,APP00734,Renovasi Rumah,Rp 240900000,24,15.78,11770000,2023-04-06,DITOLAK,4,Tidak,0,
LN000926,APP00734, Konsumtif ,IDR 24200000,6,9.35,4144000,2023-02-26,Rejected,1,Tidak,0,
LN000927,APP00735,KPR  ,Rp1519200000,60,11.28,33244000,2024-08-14,DISETUJUI,2,Ya,1637400000,0
LN000928,APP00736,KPR,263500000,120,14.23,4128000,2024-12-31,Approved,3,Ya,370200000,0
LN000929,APP00736,Modal Usaha,Rp 277100000,36,15.15,9626000,2025-02-13,DISETUJUI,5,Ya,368800000,1
LN000930,APP00737,Konsumtif,IDR 10800000,6,6.92,1837000,2023-08-05,ditolak,1,Tidak,0,
LN000931,APP00737,Pendidikan  ,Rp 22800000,36,5.06,684000,2024-03-18,Rejected,3,Tidak,0,
LN000932,APP00738,  Pendidikan,69800000,48,9.86,1766000,2025-05-31,Disetujui,1,Tidak,0,0
LN000933,APP00739,Kredit Tanpa Agunan,36500000,6,10.98,6280000,2023-11-03,DISETUJUI,3,Tidak,0,1
LN000934,APP00740,Modal Usaha,425800000,24,5.15,18709000,2025-01-02,DISETUJUI,2,Ya,719000000,0
LN000935,APP00741,Konsumtif,9900000,12,14.16,890000,2023-03-03,Approved,1,Tidak,0,0
LN000936,APP00742,Renovasi Rumah,282800000,24,13.74,13543000,2025-07-09,Dalam Proses,1,Tidak,0,
LN000937,APP00742,Kredit Tanpa Agunan,35800000,6,12.84,6192000,2025-01-16,Rejected,2,Tidak,0,
LN000938,APP00743,Kredit Tanpa Agunan,11300000,6,13.62,1959000,2024-05-28,Disetujui,2,Tidak,0,0
LN000939,APP00744,KPR,IDR 829900000,60,14.17,19384000,2025-10-14,Pending,1,Ya,1286200000,
LN000940,APP00744,Kredit Multiguna,37900000,60,13.58,874000,2025-11-02,Disetujui,2,Ya,33400000,0
LN000941,APP00745,Konsumtif,8100000,6,10.33,1391000,2024-09-23,Rejected,1,Tidak,0,
LN000942,APP00746,Kredit Tanpa Agunan,35100000,6,17.23,6147000,2025-02-27,disetujui,2,Tidak,0,0
LN000943,APP00746,KKB,139300000,48,14.86,3867000,2025-12-29,Ditolak,4,Ya,139000000,
LN000944,APP00747,Kredit Tanpa Agunan,6700000,24,6.3,298000,2024-12-13,Rejected,2,Tidak,0,
LN000945,APP00748,KPR,1716500000,180,7.79,16196000,2025-05-02,Disetujui,2,Ya,2132100000,0
LN000946,APP00749,  Renovasi Rumah,157000000,12,8.52,13695000,2024-09-17,Approved,1,Tidak,0,0
LN000947,APP00750,Modal Usaha,435700000,12,5.66,37431000,2025-05-15,disetujui,3,Ya,581000000,0
LN000948,APP00751,Pendidikan,46000000,24,10.89,2142000,2024-02-27,ditolak,1,Tidak,0,
LN000949,APP00752,Pendidikan,20400000,48,13.97,557000,2025-04-21,DISETUJUI,4,Tidak,0,1
LN000950,APP00752,  Konsumtif,Rp 20800000,24,17.72,1036000,2024-05-13,DALAM PROSES,2,Tidak,0,
LN000951,APP00753,Kredit Multiguna,105200000,60,5.72,2020000,2025-05-30,Ditolak,2,Ya,99400000,
LN000952,APP00754,KKB,Rp 305300000,36,17.07,10895000,2023-02-11,Disetujui,5,Ya,302100000,1
LN000953,APP00754,Modal Usaha  ,Rp. 73500000,60,13.87,1705000,2025-10-09,Approved,1,Ya,127300000,1
LN000954,APP00755,  Konsumtif  ,5400000,12,10.59,476000,2024-10-29,disetujui,4,Tidak,0,0
LN000955,APP00756,KPR,1676500000,180,7.74,15771000,2023-07-26,Approved,3,Ya,2270400000,1
LN000956,APP00757,Pendidikan,46900000,24,17.36,2327000,2025-03-22,DITOLAK,5,Tidak,0,
LN000957,APP00758,Renovasi Rumah,279000000,24,9.36,12792000,2023-04-21,ditolak,2,Tidak,0,
LN000958,APP00758,KPR,1664700000,120,10.67,22621000,2023-02-13,disetujui,4,Ya,1971500000,0
LN000959,APP00759,  KKB,177500000,36,5.38,5350000,2025-08-23,Approved,4,Ya,175000000,0
LN000960,APP00760, Kredit Tanpa Agunan ,32200000,24,8.72,1467000,2023-01-09,Disetujui,3,Tidak,0,1
LN000961,APP00761,Kredit Tanpa Agunan,42900000,24,7.88,1938000,2024-04-03,Ditolak,5,Tidak,0,
LN000962,APP00762,KPR,Rp. 985300000,300,16.56,13824000,2024-05-06,dalam proses,2,Ya,1915700000,
LN000963,APP00763,Konsumtif  ,Rp20700000,24,12.28,977000,2024-08-30,Approved,4,Tidak,0,1
LN000964,APP00764,Pendidikan,94300000,36,17.76,3398000,2023-01-18,Approved,5,Tidak,0,0
LN000965,APP00765,Renovasi Rumah,175300000,12,6.65,15140000,2024-01-27,Approved,3,Tidak,0,0
LN000966,APP00765,  Kredit Multiguna,95400000,60,10.16,2034000,2023-11-05,DALAM PROSES,1,Ya,125600000,
LN000967,APP00766,KKB,246600000,12,11.27,21826000,2025-07-03,DITOLAK,2,Ya,453500000,
LN000968,APP00767,Modal Usaha,55900000,24,10.91,2603000,2024-02-10,Approved,4,Ya,98900000,1
LN000969,APP00768,Kredit Multiguna  ,Rp. 40100000,24,17.19,1986000,2025-05-03,Rejected,2,Ya,65000000,
LN000970,APP00769,Modal Usaha,Rp101200000,24,6.66,4515000,2024-06-19,Dalam Proses,3,Ya,85700000,
LN000971,APP00769,KKB,Rp 194800000,60,13.98,4531000,2023-12-10,DITOLAK,2,Ya,299700000,
